Response ID,Country,City,Region,Home ZIP,Work ZIP,Are you a resident of a nearby neighborhood?,Do you own a business on Telegraph?,Do you work on or near Telegraph?,"Do you visit the stores, restaurants and bars, or use the services on Telegraph Avenue?",Do you commute via Telegraph Avenue?,How often do you visit or pass through Telegraph Avenue?,ModeRank1,ModeRank2,ModeRank3,ModeRank4,ModeRank5,ModeRank6,ModeRankNR,Rank of driving among modes of transport 1,Rank of AC Transit among modes of transport 1,Rank of BART among modes of transport 1,Rank of bicycle  among modes of transport 1,Rank of walking  among modes of transport 1,"Rank of ""other""  among modes of transport 1",What do you like best about Telegraph Avenue?,What do you wish were different about Telegraph Avenue?,Tgraph is good for pedestrians,Tgraph is good for bicyclists,Tgraph is good for motorists,Tgraph is good for transit riders,Do you feel that the existing configuration adequately balances the needs of all users (pedestrians/cyclists/motorists/transit riders)?,ImprRank1,ImprRank2,ImproRank3,ImprRank4,ImprRankNR,Rank driving should have in planned improvements 1,Rank public transit should have in planned improvements 1,Rank bicycling should have in planned improvements 1,Rank walking should have in planned improvements 1,Ideas to help motorists,Ideas to help transit riders,Ideas to help bicyclists,Ideas to help pedestrians,Comments on the draft vision statement,"What streets in Oakland, the Bay Area, or anywhere in the world do you wish Telegraph Avenue more closely resembled? What about those streets do you like? What aspects of those streets would you most like to see on Telegraph Avenue?",Is there anything we missed? Please share any additional comments you have about Telegraph Avenue.
33,United States,Oakland,CA,94703,,Yes,No/blank,No/blank,Yes,Yes,A few times per week,Biking,,,BART,,,DrivingACTWalkingOther,,,4,1,,,it is a diredt rout from A to b on many excurtsions when I am out and about latter at night.,"Sepeate bike lane, so side walk, bike lane car parking, then transit lanes. with parkets on the corners of junctions.",Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,No,TransitBikingWalking,,,Driving,,4,1,1,1,"sepearate bike lanes will mean easier parking for cars, and less danger for passengers if there is a buffer between the bike lane and the parking space, and less danger to pedestrians, no bikes on pavements, and no doors being opened on bikes.","That stops will be clearer when they are bounded by parklets,",sepearate bike lanes with barrier between transit lane and parked cars,"That the buffer lane will mean that there is more space for them to be seen in when crossing, also raise the intersections to the same height as existing  sidewalks creating a hump at the junction.","1 That the side walk needs to remain at the same height at all times. so cars crossing a side walk have to use a ramp like a sleeping police man, at all intersections.   This will automatically slow cars down.   The bike lane can be at the same height as a the road surface, and it can also ramp up at an intersection, again to slow bike down.   That the bus stop needs to be bracketed by a parklet, with a tapper on it to facilitate the bus approach and egress.  That lights need to be times to bus movement. That the bus rules the light, if a bus is to stop at a red light it will be at a bus stop. When the bus starts to move off the lights will change to allow it to move.  P","most streets in Denmark with seggregated bike lanes or German cities where there are no sidewalk or other street markings and the whole road is pedestrian usable, it makes for very slow for traffic.","I do not think that this version is up on the plan, I do not like the sidewalk, parked car, bike lane, traffic lane model. This dose not make biking any safer, and cars pay no attention to the bike lane."
34,United States,Oakland,CA,94612,94103,Yes,No/blank,No/blank,Yes,No/blank,Daily,Walking,BART,Biking,Driving,ACT,Other,,4,5,2,3,1,6,"Restaurants, art murmur, direct route","less lanes for cars, better and protected cycling facility, shorter distance to cross street as pedestrian",Disagree,Disagree,Agree,No Opinion,No,TransitBikingWalking,,,Driving,,4,1,1,1,"Less lanes of traffic, 1 in each direct",United States,protected bikeway,"lighting, shorter crossings",,,
35,United States,San Francisco,CA,94609,94111,Yes,No/blank,No/blank,Yes,No/blank,Daily,Biking,Driving,,ACT,BART,Walking,Other,2,4,5,1,6,,"Lots of restaurants, stores, bus service","I wish it was cleaner, less trash and feces.",Agree,Strongly Disagree,Agree,Agree,No,Biking,Transit,Walking,Driving,,4,2,1,3,,"All parts of corridor: needs more reliable bus service. It is completely unacceptable how often I am waiting for the 1 or 1R on telegraph, when they should be arriving at least every 10 minutes.","between 20th and 51st: needs bike lanes, navigating around potholes and buses is scary.",,,,
36,United States,Oakland,CA,94612,NA,Yes,No/blank,No/blank,Yes,Yes,A few times per month,Biking,BARTWalking,,Driving,,,ACTOther,4,,2,1,2,,"Direct connection between Oakland and Berkeley--great shops, cafes and restaurants.",When I cycle I would like to have a defined lane protected from traffic. I'd also like to see a calmer traffic pattern to encourage walkers in and between the neighborhoods,Disagree,Strongly Disagree,Strongly Agree,No Opinion,No,Biking,Transit,Walking,Driving,,4,2,1,3,Left turn lanes in the more congested areas north of 42nd. Expect to walk a block or two from parking to destination.,,"Defined bike lane is minimum necessary for safety throughout the corridor; cycletracks wherever possible, say below 42nd; signage for alternative routes such as Shafter/Webster route and 40th St. Bike parking corrals","Consider demand crossing between 20th and 40th; crossing countdown signals at all controlled intersections. In the retail areas bet 42 and 52 consider finding spaces for parklets, like the Kaspar Hot Dog triangle and other odd spaces that could be spruced up with some green and other amenities.",,Lakeshore between Lake and Mandana is the most attractive set of retail establishments and pedestrian friendly atmosphere. But the sidewalks could be wider and parklets would enhance the total experience. I also love the Parklet on Grand in front of Farleys. More trees would be a boon on Telegraph as well.,
37,United States,San Francisco,CA,94609,94102,Yes,No/blank,No/blank,Yes,Yes,Daily,Walking,Biking,BART,Driving,ACT,Other,,4,5,3,2,1,6,The small businesses.,"I wish there were a consistent, segregated cycle track, along the entire length of Telegraph Avenue, on the inside of any parking lane; less parking (existing occupancy seems very low); and more pedestrian amenities.",Disagree,Strongly Disagree,Strongly Agree,Agree,No,Biking,Walking,Transit,Driving,,4,3,1,2,Move parking off of Telegraph. Narrower travel lanes. Reduced number of travel lanes.,"Move the northbound bus stop at 49th further northward; currently, double-length buses block the intersection when stopped. Dedicate a travel lane to transit.",segregated cycle track,Increase sidewalk width; install new lighting.,Looks great!,"Valencia Street in San Francisco, between 15th and 19th. I like the wide sidewalks, bike lanes, and balance.","Currently Telegraph Avenue is almost completely dedicated to cars. We need greater balance. That balance can only be achieved by taking some of the space that is currently dedicated to car traffic, and dedicating it to other users instead. I say this as a car owner who frequently drives down Telegraph Ave."
38,United States,San Pablo,CA,94610,94801,No/blank,No/blank,No/blank,No/blank,Yes,A few times per week,Driving,Biking,BART,,Walking,ACT,Other,1,6,3,2,5,,"Easy route to Berkeley with incredible diversity, eye candy plus shops.","Safer bike lanes. Designate bike lanes as in Golden Gate park, along the curb.  Transfer motor vehicle parking to the second traffic lane. Provide timed signals (not hand push demand) With a central middle of the street safe spot to stand for very slow walkers.",Disagree,Disagree,Disagree,Disagree,No,Walking,Biking,Transit,Driving,,4,3,2,1,"Move the parking into the second lane.  With only one lane n each direction, drivers have to proceed more carefully.","Buses need to stop on the far side of the intersection so riders cross the street in the crosswalk behind the bus freeing the bus to return to traffic quickly, independent of any signal changes.  Time table should posted.  Covered benches might help in the rain.",Green paint alerts everyone that a bike lanes exists.  Placing the green lane next to the curb and painting parking spots in the second lane of traffic will slow the speeders and provide much needed safety for all levels of cyclists.,Center islands for crossing one signal change at a time. Crossing will5,"A few more trees, green.curb, side bike lanes, parking in the second lane.... Improve ramps for wheel chairs. Telegraph is wide enough it could look like the tree lined boulevards in Paris. Lots of cages.  Lots of foot traffic.","Paris,France. Some of the bike paths to and from the central city of Melbourne, Az. Even have street cars, green cushy bike lanes and timed signals for the cyclists.  Leaving the central city heading north past the Yarra district offices an entire street parallel to the auto thoroughfares, is devoted cycling.  Once the old outer rail line ring, which is an east west class one cycle path, is reached numbers of different bike paths split off the main City bike path. In Uppsala, Sweden, cycling commuters even in the snow, ride on a variety of designated cycle paths of a variety of surface textures, with their own traffic signals.  Some of the routes are on the motor ways but most take advantage of parallel streets, roads, and alleys.  Neither cars nor bikes are allowed on the shopping walking streets. Berlin has so many bike paths, signals,trees, streets of different sizes.  Perhaps the craziness of getting from Charlottesburg south up to the Charlotteschloss mimics the diversity along Telegraph.","Everyone should take a trip to several cities in Europe to gather ideas that work and don,t work Riding in Vilnus along was dangerous.  Riding in Yangshou, China, was delightful... Trees,  shops, pedestrians, cars, push carts, and buses."
39,United States,Oakland,CA,94609,94103,Yes,No/blank,No/blank,Yes,Yes,Daily,Walking,BART,Driving,Biking,ACT,,Other,3,5,2,4,1,,1. Lively commercial districts with mix of businesses 2. Wide sidewalks 3. New pedestrian lighting in Temescal,1. Slower traffic - it's too fast and unsafe for pedestrians and bicyclists 2. Protected bike lanes to make biking safer and more enjoyable 3. Bus lanes and better line management to make AC Transit more reliable 4. Safer street crossings for pedestrians,,Strongly Disagree,Strongly Agree,Agree,No,Transit,Biking,Walking,Driving,,4,1,2,3,Reduce traffic speeds and improve safety for everyone by reducing the number of auto lanes to one in each direction.,"More line management, bus lanes, shelters at all Rapid stops, fewer local stops where they're too close together",Need protected bike lanes for safety and comfort,"Safer/shorter street crossings, extend pedestrian lighting beyond Temescal","I like the inclusion of pedestrian and bicycle safety issues, but bus reliability is also a major problem that needs to be addressed - ie bus lanes, more/better signal priority, etc.","New York City has done great things with its streets - lots of bike lanes protected from traffic (like 8th and 9th Avenues I think), bus lanes, and more pedestrian space.","Thanks for pursuing this effort - Telegraph really needs to better serve people who walk, bike, and take transit. It's currently unsafe and people drive too fast."
40,United States,Oakland,CA,94114,94612,No/blank,No/blank,Yes,Yes,No/blank,A few times per month,BART,Biking,Walking,ACT,,,DrivingOther,,4,1,2,3,,,,Disagree,Strongly Disagree,Agree,No Opinion,No,Biking,Walking,Transit,Driving,,4,3,1,2,narrower street lanes,,bike lane with a physical barrier,narrower street lanes,,,
41,United States,Albany,CA,94102,94609,No/blank,Yes,Yes,Yes,No/blank,Daily,Driving,ACT,Biking,BART,Walking,Other,,1,2,4,3,5,6,The continuity of street frontage.  The restaurants in Temescal.,Better bike lanes.  Better paving to ride my skateboard between 51st street and MacArthur BART.  A dedicated bus lane for faster service.  Better neighborhood continuity between MacArthur BART and downtown.,No Opinion,Disagree,Strongly Agree,Agree,No,Biking,Walking,Transit,Driving,,4,3,1,2,,,Better bike lanes and paving between 55th street and MacArthur BART,Better perception of safety between MacArthur BART and Downtown.,,"Market Street, San Francisco: -Wide dedicated bike lanes. -Transit focused street -Continuity of street frontage and neighborhood.",
42,United States,San Francisco,CA,94609,94105,Yes,No/blank,No/blank,Yes,No/blank,Daily,,Driving,,Biking,,BARTWalking,ACTOther,2,,6,4,6,,The stores/restaurants. There is actually pretty nice street trees in Temescal.,I wish there were safer bicycle facilities. I wish there were cleaner/safer sidewalks. I wish there were more bus facilities that allowed the bus to travel more reliably,Agree,Disagree,Agree,Disagree,No,Driving,Walking,Transit,Biking,,1,3,4,2,,Ways to keep buses from getting stuck in traffic congestion.,bike lanes or other facility that makes bicycling easier,,,"Valencia St in SF, wider sidewalks, dedicated bicycle lanes, parklets and other outdoor seating opportunities",
43,United States,Oakland,CA,94612,94607,No/blank,No/blank,No/blank,Yes,Yes,A few times per week,Biking,BART,Walking,ACT,,,DrivingOther,,4,2,1,3,,"Great destinations, restaurants, shops, events, people","Telegraph needs a comfortable, safe bikeway that is enjoyable to ride for every day trips",Disagree,Strongly Disagree,Strongly Agree,Disagree,No,Biking,Walking,Transit,Walking,Driving,,3,1,2,they have the freeway,bus stops and signage improvements needed,protected bike lanes needed,it should be safer to walk across the street,"I don't know that I agree with the statement that all modes have safety issues. Telegraph Ave has been completed designed for cars and Oakland's traffic engineer has signed off on the current design as being safe. I think bus travel is also safe. However, walking and bicycling are not safe and need improvements.  The vision statement also needs to say something about Telegraph being a great 'place' not just a great thru fare for all travelers.  While past work is good, Telegraph's vision should be much better than past visions, and should say something like Telegraph Avenue should be a world class street on par with great avenues the world over.","Market St, SF; any good arterial in Paris;",Please expedite this much over due project to complete a bikeway from Sproul Plaza to Downtown Oakland
44,United States,San Francisco,CA,94610,,No/blank,No/blank,No/blank,Yes,No/blank,A few times per week,Biking,BARTWalking,ACT,,,,DrivingOther,,3,2,1,2,,Lots of places to go!,Divided bike lines--the car traffic is terrible. I was doored just after leaving the Creative Reuse store last year.,Strongly Disagree,Strongly Disagree,Strongly Agree,No Opinion,No,Driving,,,TransitBiking,,1,4,4,4,,More frequent service,Divided bike lanes,More crosswalks,"If the main vehicle challenge is ""speeding,"" write some tickets.",Divided lanes on Market in SF.,I often avoid telegraph on my bike. It's a nightmare for cyclists.
45,United States,San Francisco,CA,94610,94105,Yes,No/blank,No/blank,Yes,No/blank,A few times per week,BART,Driving,Biking,Walking,ACT,,Other,2,5,1,3,4,,"Non-chain stores, restaurants, art murmur","Better, safer bike access.  Smoother pavement.",No Opinion,Disagree,Strongly Agree,No Opinion,No,Biking,Walking,,,DrivingTransit,,,1,2,,,"Protected bike lanes, smoother pavement",,,Would love to see parking-protected bike lanes,
